AccidentExpl;AccidentSeverityCategory;AccidentInvolvingPedestrian;AccidentInvolvingBicycle;AccidentInvolvingMotorcycle;RoadType;AccidentYear;AccidentMonth;AccidentWeekDay;AccidentHour;Latidute_wgs84;Longitude_wgs84;geometry
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;10;Dienstag;1;47.37270637783715;8.534317973312277;POINT (8.534318694990228 47.372709913401636)
Einbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;10;Donnerstag;8;47.36820471508403;8.496146870964068;POINT (8.496147281657315 47.36820834241161)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;10;Donnerstag;12;47.367196410078755;8.528180608352883;POINT (8.528181241950085 47.36719998050557)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;10;Donnerstag;23;47.36805995046157;8.541451634008789;POINT (8.541452366216602 47.368063489899185)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;10;Freitag;7;47.420100452046675;8.548585473247337;POINT (8.548586735814892 47.420103766041045)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;10;Freitag;9;47.38349996753849;8.49870170868205;POINT (8.498702258258264 47.38350353040738)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;10;Samstag;0;47.39065235036488;8.509294775534949;POINT (8.509295465295958 47.3906558651417)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;10;Sonntag;18;47.371575629105806;8.515863279583419;POINT (8.51586386092062 47.371579206376886)
Einbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;10;Dienstag;18;47.363849682670576;8.549016789994772;POINT (8.549017538123744 47.36385322315792)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;10;Dienstag;20;47.378206069029225;8.53203406500006;POINT (8.532034816828638 47.37820958717245)
Auffahrunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;10;Mittwoch;13;47.354255856335634;8.575409789296572;POINT (8.57541062580578 47.35425937768074)
Auffahrunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;10;Mittwoch;15;47.41469144750291;8.519464763669683;POINT (8.519465747660464 47.414694848003634)
Frontalkollision;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;10;Mittwoch;16;47.382122606810995;8.512460873655401;POINT (8.512461515854078 47.38212614889365)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;10;Mittwoch;21;47.40211488905576;8.548104931049672;POINT (8.548106013473356 47.402118275914084)
Schleuder- oder Selbstunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;10;Donnerstag;3;47.419731087117135;8.5335488730236;POINT (8.53355001625256 47.41973443724149)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;10;Freitag;9;47.370914560341035;8.543006886168113;POINT (8.54300765288346 47.37091808481596)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;10;Freitag;22;47.42503799687188;8.539251257749608;POINT (8.539252498476834 47.4250413132528)
Auffahrunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;10;Samstag;12;47.39879048901884;8.499800668548492;POINT (8.499801353891998 47.39879399059782)
Ueberqueren der Fahrbahn;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;10;Montag;6;47.37109338895866;8.52030246546412;POINT (8.520303074827568 47.37109695946002)
Einbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;10;Montag;17;47.36895543775032;8.524787296766362;POINT (8.524787920744783 47.36895900791221)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;10;Montag;19;47.386122834892774;8.514673821852378;POINT (8.514674513969572 47.386126356846745)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;10;Montag;19;47.36257577855096;8.568146873060952;POINT (8.568147734795195 47.36257928166449)
Einbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;10;Dienstag;8;47.36330086630902;8.548091873311801;POINT (8.54809261074782 47.36330441105116)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;10;Mittwoch;17;47.36792556623417;8.546096141609219;POINT (8.546096904186737 47.36792909628906)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;10;Donnerstag;8;47.37658927279175;8.53463612118762;POINT (8.534636877733936 47.37659279200176)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;11;Freitag;8;47.350426911793186;8.532245621837498;POINT (8.53224615153357 47.350430542198666)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;11;Freitag;8;47.375868198690135;8.516625341294834;POINT (8.516625962818297 47.37587175738787)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;11;Freitag;12;47.37116100725842;8.530327190380932;POINT (8.53032787131286 47.37116455731602)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;11;Freitag;17;47.409024143332196;8.539530046643481;POINT (8.539531131616728 47.409027522121924)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;andere;2019;11;Samstag;12;47.36191812753079;8.515509366890992;POINT (8.51550986986113 47.361921744073165)
Fussgaengerunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;11;Samstag;17;47.40720272550856;8.558718036713255;POINT (8.558719245322079 47.40720606702445)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;11;Mittwoch;8;47.3797245395065;8.542619912209746;POINT (8.542620751682687 47.37972802897863)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;11;Mittwoch;8;47.37278753163122;8.497641321797294;POINT (8.497641778691369 47.37279113829491)
Einbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;11;Mittwoch;9;47.404376243353546;8.533577904537253;POINT (8.53357890070711 47.404379653775145)
Ueberqueren der Fahrbahn;Unfall mit Sachschaden;False;True;False;Hauptstrasse;2019;11;Mittwoch;15;47.41907566732662;8.506486466385603;POINT (8.506487387051276 47.419079077991974)
Andere;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;11;Mittwoch;18;47.371117916385735;8.530127694880143;POINT (8.530128374057641 47.37112146702593)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;11;Donnerstag;10;47.37898823448006;8.538711262514447;POINT (8.538712068225427 47.37899173535832)
Ueberqueren der Fahrbahn;Unfall mit Schwerverletzten;False;True;False;Hauptstrasse;2019;11;Freitag;5;47.37049645063003;8.549088984829503;POINT (8.549089789315186 47.37049996364959)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;11;Freitag;7;47.363433722124824;8.53512040553128;POINT (8.535121056671862 47.363437293648424)
Auffahrunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;11;Freitag;7;47.376635670990055;8.548620933697869;POINT (8.548621787823766 47.376639159907434)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;11;Freitag;17;47.374453447138684;8.484604923915102;POINT (8.484605294659387 47.374457070274026)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;11;Samstag;13;47.37823291207933;8.54433706387402;POINT (8.544337902341475 47.37823640387489)
Abbiegeunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;11;Sonntag;19;47.371498465755025;8.525064188929347;POINT (8.525064835494037 47.371502025142036)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;11;Montag;15;47.35786749069037;8.572203808986266;POINT (8.57220465616008 47.35787100422193)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;11;Montag;20;47.39645815296724;8.543284424770412;POINT (8.54328541909981 47.39646157344906)
Ueberqueren der Fahrbahn;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;11;Dienstag;14;47.38080799672016;8.50483277546002;POINT (8.504833349804281 47.3808115586338)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;11;Dienstag;15;47.36198605924924;8.526498776814558;POINT (8.52649935715427 47.361989654100284)
Parkierunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;11;Donnerstag;6;47.37324916467378;8.514851017201403;POINT (8.514851604630207 47.37325273724895)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;11;Donnerstag;9;47.37445686130137;8.539425526884976;POINT (8.539426298864525 47.37446037901312)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;11;Donnerstag;17;47.369229926897944;8.528116230859162;POINT (8.528116880481798 47.36923348925079)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;11;Donnerstag;18;47.390718760962805;8.522435868657483;POINT (8.52243665812647 47.39072224908242)
Abbiegeunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;11;Freitag;8;47.40342391086165;8.530603829553971;POINT (8.530604794435646 47.40342733152634)
Abbiegeunfall;Unfall mit Getöteten;False;True;False;Nebenstrasse;2019;11;Freitag;9;47.37750242655511;8.498463294036378;POINT (8.498463793932718 47.37750601326462)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;11;Freitag;20;47.38338857782102;8.515611931316728;POINT (8.515612607465927 47.38339210870629)
Frontalkollision;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;11;Samstag;18;47.39700836245751;8.522219323861549;POINT (8.52222016709547 47.39701182620739)
Einbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;11;Sonntag;20;47.37844683211668;8.510175322838696;POINT (8.51017591794328 47.37845039313302)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;11;Sonntag;20;47.32850426055961;8.529520773571312;POINT (8.52952112590972 47.328507986272626)
Ueberqueren der Fahrbahn;Unfall mit Sachschaden;False;True;False;Hauptstrasse;2019;11;Montag;9;47.36195797301332;8.560468580146518;POINT (8.56046938744996 47.361961496121744)
Auffahrunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;11;Montag;15;47.37344043568041;8.531843658801737;POINT (8.531844369251969 47.37344397341851)
Auffahrunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;11;Montag;19;47.3702529614668;8.519755792978337;POINT (8.51975639167329 47.37025653640809)
Abbiegeunfall;Unfall mit Schwerverletzten;False;True;False;Hauptstrasse;2019;11;Dienstag;8;47.35785849729001;8.572203617856985;POINT (8.572204464953424 47.357862010859876)
Ueberqueren der Fahrbahn;Unfall mit Schwerverletzten;False;True;False;Hauptstrasse;2019;11;Dienstag;17;47.37515616790464;8.518703161309027;POINT (8.518703792114843 47.37515972534365)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;11;Mittwoch;12;47.391368620102334;8.53744346433896;POINT (8.537444369907606 47.39137207387327)
Abbiegeunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;11;Mittwoch;16;47.37693956262592;8.513627756234193;POINT (8.513628364561628 47.37694312292741)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;11;Mittwoch;16;47.398842598005665;8.54037958015476;POINT (8.540380575375352 47.39884601541376)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;11;Donnerstag;9;47.40412664097615;8.5596205779516;POINT (8.559621762835226 47.40412999278276)
Auffahrunfall;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;11;Donnerstag;11;47.37980543941838;8.527458282037996;POINT (8.52745901466864 47.379808960627194)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;11;Freitag;20;47.36604156937874;8.532353978591313;POINT (8.532354631825282 47.3660451359897)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;11;Samstag;1;47.388331728004275;8.519910499169134;POINT (8.519911249176904 47.388335230726966)
Einbiegeunfall;Unfall mit Sachschaden;False;True;False;Hauptstrasse;2019;11;Sonntag;21;47.38083843332294;8.538060783456707;POINT (8.538061600558718 47.38084192811708)
Schleuder- oder Selbstunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;11;Freitag;10;47.3750260680237;8.549501119787392;POINT (8.549501965957246 47.37502956158147)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;11;Freitag;23;47.38619875108259;8.529602037975627;POINT (8.529602840903015 47.386202242276845)
Fussgaengerunfall;Unfall mit Leichtverletzten;True;True;False;Nebenstrasse;2019;11;Samstag;8;47.37635004497881;8.537094254172807;POINT (8.53709502596271 47.37635355997028)
Auffahrunfall;Unfall mit Sachschaden;False;True;False;Hauptstrasse;2019;11;Samstag;12;47.3970137793646;8.530247307344967;POINT (8.530248210898154 47.39701722615616)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;12;Montag;18;47.38201713297736;8.55118304409695;POINT (8.551183963221298 47.382020594225686)
Fussgaengerunfall;Unfall mit Leichtverletzten;True;True;False;Hauptstrasse;2019;12;Dienstag;8;47.40212020675418;8.49668731838563;POINT (8.496688007551555 47.40212370148373)
Auffahrunfall;Unfall mit Schwerverletzten;False;True;False;Hauptstrasse;2019;12;Dienstag;12;47.36457513767252;8.537116524830118;POINT (8.537117198834496 47.36457870042014)
Auffahrunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;12;Dienstag;21;47.38301109486796;8.529007058009885;POINT (8.529007829105772 47.383014600044504)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;12;Freitag;18;47.389433989385566;8.527058894485524;POINT (8.527059706996313 47.38943747301223)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;12;Freitag;20;47.37431406244812;8.516408540492819;POINT (8.516409147818788 47.37431762775232)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;12;Samstag;10;47.370466338074436;8.537184912773219;POINT (8.537185635712882 47.37046987672003)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;12;Samstag;23;47.40953593781813;8.549968744350773;POINT (8.549969912068988 47.4095392906233)
Parkierunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;12;Montag;10;47.377039239433;8.533665434494958;POINT (8.533666188001735 47.37704275886428)
Einbiegeunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;12;Mittwoch;19;47.374435016462364;8.54171589715905;POINT (8.541716684822186 47.37443852936771)
Einbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;12;Mittwoch;19;47.38161750366999;8.513576394668483;POINT (8.513577040980264 47.381621045563996)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;12;Donnerstag;1;47.36040982926235;8.55220179644894;POINT (8.552202537120117 47.36041337703457)
Fussgaengerunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;12;Donnerstag;7;47.36903319474246;8.527993048460308;POINT (8.527993695619694 47.36903675813804)
Parkierunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;12;Freitag;12;47.38350009617166;8.530566602693987;POINT (8.530567389260233 47.383503596135384)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;12;Freitag;12;47.36585504296189;8.550011795583977;POINT (8.550012567057273 47.36585857303679)
Einbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;12;Freitag;16;47.35966949148716;8.516456819331005;POINT (8.516457311706445 47.359673115242174)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;12;Samstag;17;47.37284454304924;8.53397653761223;POINT (8.533977258055897 47.372848078766495)
Schleuder- oder Selbstunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;12;Montag;16;47.392522718183486;8.538103072488921;POINT (8.538103993241036 47.39252616589368)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;12;Dienstag;8;47.38350871419045;8.530606511105459;POINT (8.530607298034 47.383512214036074)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;12;Dienstag;17;47.39902998464254;8.542423623216493;POINT (8.542424635148565 47.39903339674117)
Einbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;12;Mittwoch;5;47.40436712455272;8.533590966358489;POINT (8.53359196254153 47.40437053498174)
Ueberqueren der Fahrbahn;Unfall mit Schwerverletzten;False;True;False;Hauptstrasse;2019;12;Mittwoch;16;47.41301934589739;8.550664206148701;POINT (8.55066541334982 47.413022683152676)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;12;Donnerstag;12;47.41036851654072;8.538153248457917;POINT (8.538154335956238 47.41037189310858)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;12;Donnerstag;17;47.384264848196494;8.507458015847805;POINT (8.50745863823545 47.38426839154784)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;12;Freitag;12;47.34700081951857;8.528324034423242;POINT (8.528324512161173 47.347004471661826)
Abbiegeunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;12;Sonntag;4;47.37555088531932;8.535051764390676;POINT (8.53505251508074 47.37555440784948)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;12;Sonntag;19;47.37393451319041;8.503013672710688;POINT (8.503014178615269 47.37393810551251)
Schleuder- oder Selbstunfall;Unfall mit Sachschaden;False;True;True;Nebenstrasse;2019;12;Dienstag;12;47.374156116494504;8.544543846944048;POINT (8.544544651713192 47.374159624439294)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;12;Dienstag;18;47.37508384909759;8.518741422047757;POINT (8.518742052540548 47.37508740674916)
